Autor del libro|título del libro|link para descarga
Leopoldo Alas|Cuesta Abajo|https://drive.google.com/file/d/0B_yJXv2pEPBwMmhGWkVwRUtGUnc/view?usp=drivesdk&resourcekey=0-d5gWIxj8Kyh0pNa3PUdU8g
Leopoldo Alas|Cuervo|https://drive.google.com/file/d/0B_yJXv2pEPBwd3B3YzFTR0QzSzg/view?usp=drivesdk&resourcekey=0-d3oivigtgXL7mY_LokgJww
Leopoldo Alas|Cuento futuro|https://drive.google.com/file/d/0B_yJXv2pEPBwZ0Z1RlppbDd6c2M/view?usp=drivesdk&resourcekey=0-pxt05tj7C6HE5v5MQIa8Dg
Leopoldo Alas|Critica popular|https://drive.google.com/file/d/0B_yJXv2pEPBwVm82RnBCbmJnRVk/view?usp=drivesdk&resourcekey=0-zwV760hAQoEKXiNCqSP5PA
Leopoldo Alas|Cristo de la Vega|https://drive.google.com/file/d/0B_yJXv2pEPBwaERhY1c4ay14bWM/view?usp=drivesdk&resourcekey=0-3w2q3c0ybF3v6Zw5pvwb9w
Leopoldo Alas|Canovas|https://drive.google.com/file/d/0B_yJXv2pEPBwOERETDJyamhENlk/view?usp=drivesdk&resourcekey=0-vLUrdja39dodBHB6Un_oRw
Leopoldo Alas|Cambio de luz|https://drive.google.com/file/d/0B_yJXv2pEPBwaE9EcFZ4U29LQkE/view?usp=drivesdk&resourcekey=0-rpZCUdmN8i1J3fUhksUmKw
Leopoldo Alas|Bustamante|https://drive.google.com/file/d/0B_yJXv2pEPBwY0VIMUVKOVI2Qmc/view?usp=drivesdk&resourcekey=0-fhuXrnMoQ1-y7KchNbDyNg
Leopoldo Alas|Boroña|https://drive.google.com/file/d/0B_yJXv2pEPBwcEt2ZGlGSW1CN2M/view?usp=drivesdk&resourcekey=0-3RORGpLgaoLuwVHWFN0KVA
Leopoldo Alas|Benedictino|https://drive.google.com/file/d/0B_yJXv2pEPBwQU5ZaXlGNVRqX2M/view?usp=drivesdk&resourcekey=0-uQxdZhKCNw_kFYy3LX7USQ
Leopoldo Alas|Avecilla|https://drive.google.com/file/d/0B_yJXv2pEPBwX3JFelZXQkxqNTQ/view?usp=drivesdk&resourcekey=0-T35zcdDK4ifqPTtC8DNI7Q
Leopoldo Alas|Aprensiones|https://drive.google.com/file/d/0B_yJXv2pEPBwdmkySXhHOWZHN00/view?usp=drivesdk&resourcekey=0-lJhAPTTZdRJnMZZCRb4uxA
Leopoldo Alas|Apolo en Pafos|https://drive.google.com/file/d/0B_yJXv2pEPBwRHdtNkdkU0ZKYk0/view?usp=drivesdk&resourcekey=0-PzzxCXYq-fq4APheXGNaxA
Leopoldo Alas|Amor e furbo|https://drive.google.com/file/d/0B_yJXv2pEPBwZ1ZuSnZhODlraUU/view?usp=drivesdk&resourcekey=0-h-euDtsUCxlU-41DIohgLA
Leopoldo Alas|Algo sobre Teodoro Guerrero|https://drive.google.com/file/d/0B_yJXv2pEPBwa0tGU3pNM3kwV1E/view?usp=drivesdk&resourcekey=0-6fbmHy75rTTdkq9LRD409w
Leopoldo Alas|Adios Cordera|https://drive.google.com/file/d/0B_yJXv2pEPBwYnhfN0UyZTFZS2M/view?usp=drivesdk&resourcekey=0-gLIBK1eKWVeVX-NYunFzeg
Leopoldo Alas|A 050 poeta|https://drive.google.com/file/d/0B_yJXv2pEPBwaUlFU0VZSVM4MW8/view?usp=drivesdk&resourcekey=0-xvbYmwjPYWAdu2s-vHh2Cw
Luis Viadel|Los Dioses No Las Prefieren Castas Y Puras|https://drive.google.com/file/d/0B_yJXv2pEPBwR0N6MG81NW55VEU/view?usp=drivesdk&resourcekey=0-5-a3PZeNZKGbzgYycCd37A
Thorstein Veblen|Teoria De La Clase Ociosa|https://drive.google.com/file/d/0B_yJXv2pEPBwRmxzUkZQSWcyaFk/view?usp=drivesdk&resourcekey=0-zGG6AsOMWCMA7Ho2BhiKfA
Voltaire|Una Aventura India, De Voltaire|https://drive.google.com/file/d/0B_yJXv2pEPBwM0szaWE0TEJqbW8/view?usp=drivesdk&resourcekey=0-ToYmi7XaQJWkr0ZJJM2O_w
Voltaire|Tratado Sobre La Tolerancia|https://drive.google.com/file/d/0B_yJXv2pEPBwWmJqT3NnYi1pV2M/view?usp=drivesdk&resourcekey=0-k-NL-QzmjDKAxgMseOMN5A
Voltaire|Sadig o El Destino, Historia Oriental|https://drive.google.com/file/d/0B_yJXv2pEPBwa0t3QzEyLWxFek0/view?usp=drivesdk&resourcekey=0-9ka5EpUuIkYL_bYh-83aXw
Varios|Vinieron Del Espacio Exterior|https://drive.google.com/file/d/0B_yJXv2pEPBwRkowc3k0RERDZEU/view?usp=drivesdk&resourcekey=0-p6n2W6SjsGLNf5WhUiq5nQ
Varios|Universo 5|https://drive.google.com/file/d/0B_yJXv2pEPBwVGJTM01ucGFGZ0E/view?usp=drivesdk&resourcekey=0-qi79A-r7FDcIk1Q6brj4vQ
Varios|Universo 2 _ Antologia de CF|https://drive.google.com/file/d/0B_yJXv2pEPBwTkhtRkl1MVJUZ0k/view?usp=drivesdk&resourcekey=0-tz0HUzIcSvi9peMHU9LxUA
Varios|Universo 1 _ Antologia de CF|https://drive.google.com/file/d/0B_yJXv2pEPBwY3NaSjJPb3J3Xzg/view?usp=drivesdk&resourcekey=0-cIoDczZEUn4nVIj5vq0yGg
Varios|Ultima Etapa|https://drive.google.com/file/d/0B_yJXv2pEPBwMW9ndVBCTnQ1Wjg/view?usp=drivesdk&resourcekey=0-sfyKDsUClOSCAWf9bn6hkw
Varios|Transplante Obligatorio (Compilacion Issac Asimov)|https://drive.google.com/file/d/0B_yJXv2pEPBwRllJYWI4ekh3aTA/view?usp=drivesdk&resourcekey=0-y0E9IcA4M7dPBct1pxpjdg
Varios|Tierra Fantasy 4|https://drive.google.com/file/d/0B_yJXv2pEPBwYjRxX00zZGJCcTg/view?usp=drivesdk&resourcekey=0-xacg8MfUhMBPqLGEyyNiEg
Varios|Teurgia|https://drive.google.com/file/d/0B_yJXv2pEPBwX3BWMmdGai1iWUk/view?usp=drivesdk&resourcekey=0-4X834rCaUd_h6WUJtmnJrg
Varios|Tarot Y Kabala|https://drive.google.com/file/d/0B_yJXv2pEPBwNEVCZ2QtbjRJOXM/view?usp=drivesdk&resourcekey=0-PLhl4FJTQVktEUTPDX5CRw
Varios|Sapiens|https://drive.google.com/file/d/0B_yJXv2pEPBwLWRFR2VDcHlTV2s/view?usp=drivesdk&resourcekey=0-33AQbn8WrpB-gj_g2DhnEg
Varios|Robot City (Parte 2)|https://drive.google.com/file/d/0B_yJXv2pEPBwNEpiaEJPYWh6U1U/view?usp=drivesdk&resourcekey=0-eXsyt6qEqW6kp-n6v6hB8g
Varios|Robot City (Parte 1)|https://drive.google.com/file/d/0B_yJXv2pEPBwOTNBT0ZGMjZlRXc/view?usp=drivesdk&resourcekey=0-s-Rl7Beh1tGDG3YurInHrQ
Varios|Relatos Urbanos|https://drive.google.com/file/d/0B_yJXv2pEPBwRTB2Tkoxa19mX3c/view?usp=drivesdk&resourcekey=0-KirNIlAV7UoFzwYtgKgxWg
Varios|Relatos De Los Mitos De Cthulhu|https://drive.google.com/file/d/0B_yJXv2pEPBwMS1VMnVqWlB4Zzg/view?usp=drivesdk&resourcekey=0-DVVJP-XEvBsBInp3TwVQ1Q
Varios|Relatos De Los Mitos De Cthulhu II|https://drive.google.com/file/d/0B_yJXv2pEPBwSjY2alJqQlRYU00/view?usp=drivesdk&resourcekey=0-g4OSSNaJ6YSXfmQSq_Td9Q
Varios|Relatos De Los Mitos De Cthulhu I|https://drive.google.com/file/d/0B_yJXv2pEPBwcVpyZ3ZSRlQtdTQ/view?usp=drivesdk&resourcekey=0-PqGkCQVPlZAKjQIYOOQ1PA
Varios|Relatos De Los Mitos De Cthulhu 3|https://drive.google.com/file/d/0B_yJXv2pEPBwUVduVHhwRWs3Y28/view?usp=drivesdk&resourcekey=0-89AUgNjSu4IIIJlyxm06vQ
Varios|Relatos De Los Mitos De Cthulhu 1|https://drive.google.com/file/d/0B_yJXv2pEPBwbkV0Mml4VDFnS2c/view?usp=drivesdk&resourcekey=0-1aD1RGsmZnx31FglwHBYAg
Varios|Psicofarmacologia Psicodinamica IV|https://drive.google.com/file/d/0B_yJXv2pEPBwN3dNd0ZjVzZBeDA/view?usp=drivesdk&resourcekey=0-Hu8atYYIECOYjg3hgVfKeQ
Varios|Poeticas Del Exilio (Parte 3)|https://drive.google.com/file/d/0B_yJXv2pEPBwRTdicTdfS3lGckU/view?usp=drivesdk&resourcekey=0-YtHpTySP0ZsAncsVhun4fg
Varios|Poeticas Del Exilio (Parte 2)|https://drive.google.com/file/d/0B_yJXv2pEPBwQ1ZrTU5fUU1kTms/view?usp=drivesdk&resourcekey=0-jvQoIrMKYa5fYR_Z6g6yaw
Varios|Poeticas Del Exilio (Parte 1)|https://drive.google.com/file/d/0B_yJXv2pEPBwV3lUVTdsR0FvQjQ/view?usp=drivesdk&resourcekey=0-lif5u6u2vTowxSqIIM6JXQ
Varios|Poesias Sobre La Ciudad De La Habana|https://drive.google.com/file/d/0B_yJXv2pEPBwX2dOeGVoZlBjaUU/view?usp=drivesdk&resourcekey=0-qcfcQsdk3LPlYfu6cAaL0w
Varios|Nosotros Los Hombres|https://drive.google.com/file/d/0B_yJXv2pEPBwRzIya2JfQm1TRG8/view?usp=drivesdk&resourcekey=0-CRyOUfsP-kShOoBNnXTjpA
Varios|Nave Cuna|https://drive.google.com/file/d/0B_yJXv2pEPBwczk2Y1I3RGxfTWs/view?usp=drivesdk&resourcekey=0-1hjjhj7uqOQFFT_qP2KySQ
Varios|Mundo Desconocido, El Necronomicon|https://drive.google.com/file/d/0B_yJXv2pEPBwRVhGMHBjb2RlelE/view?usp=drivesdk&resourcekey=0-n44WOgE1zN5DlZB51-TBzw
Varios|Mensajes De La Era Del Ordenador|https://drive.google.com/file/d/0B_yJXv2pEPBwd2lWYjhQYW9Ea2s/view?usp=drivesdk&resourcekey=0-e-FDJgltVPq9oXQl1VP5QQ
Varios|Matrices y Determinantes|https://drive.google.com/file/d/0B_yJXv2pEPBwRGF4ZmFCcUFoT2M/view?usp=drivesdk&resourcekey=0-FqGnf595lbTCc4hAw_Ff0g
Varios|Mataburro Lunfardo|https://drive.google.com/file/d/0B_yJXv2pEPBwZDdKX2lpcWR2TTg/view?usp=drivesdk&resourcekey=0-1gjDpHqij0jiXYuGM1UnhQ
Varios|Manual Diagnostico Y Estadistico De Los Trastornos Mentales|https://drive.google.com/file/d/0B_yJXv2pEPBwVU5zU2MxNnVwWWs/view?usp=drivesdk&resourcekey=0--pI8FDuLh1bDYDQEQc74fQ
Varios|Los Sintomas Del Despertar Espiritual|https://drive.google.com/file/d/0B_yJXv2pEPBwWHhSWm5ydGZoREU/view?usp=drivesdk&resourcekey=0-orPYSQvOxpy0kKG4_mAh0Q
Varios|Los Premios Hugo 78_79|https://drive.google.com/file/d/0B_yJXv2pEPBwMkJPalpYMzNGV0k/view?usp=drivesdk&resourcekey=0-0JaiCdknskHRxbFha1lvYw
Varios|Los Pequeños Monstruos|https://drive.google.com/file/d/0B_yJXv2pEPBwUkJrc2pPT3d1MWM/view?usp=drivesdk&resourcekey=0-5bVamjlgsz0i_UL8mb30bg
Varios|Los Pequenos Monstruos|https://drive.google.com/file/d/0B_yJXv2pEPBwRFVRU2pkRDBfT0k/view?usp=drivesdk&resourcekey=0-4Sa4mTYF6NyLvCorfu_3GQ
Varios|Los Nuevos Canibales|https://drive.google.com/file/d/0B_yJXv2pEPBweXBCTUNUN3RjMkE/view?usp=drivesdk&resourcekey=0-ncFrBeynQ7vXH6FskGdw_g
Varios|Las Mejores Historias De Terror VI|https://drive.google.com/file/d/0B_yJXv2pEPBwandJM1FaS256YWc/view?usp=drivesdk&resourcekey=0-g-_AOI3lB9npu_0Y1T0Ccw
Varios|Las Mejores Historias De Terror I|https://drive.google.com/file/d/0B_yJXv2pEPBwd2hJNHp2UDRSYkU/view?usp=drivesdk&resourcekey=0-SyYQuKF7CJgWKmeaEVXOWA
Varios|La Sindone de Cristo, Prueba Cientifica de Su Resurrecion|https://drive.google.com/file/d/0B_yJXv2pEPBwRE5aM0hPUS01aVU/view?usp=drivesdk&resourcekey=0-lxDOFtXSPkeU8f2hlPA7CQ
Varios|La Nueva Atlantida|https://drive.google.com/file/d/0B_yJXv2pEPBwX0VIeDFNZld1a1E/view?usp=drivesdk&resourcekey=0-nnYCsZRYbbRZLx6sNDoadA
Varios|La Institucion Del Analisis|https://drive.google.com/file/d/0B_yJXv2pEPBwWmZUTEtMOVo2Smc/view?usp=drivesdk&resourcekey=0-fkZkWdzh4YiB_N-jCu6iKw
Varios|La Filocalia|https://drive.google.com/file/d/0B_yJXv2pEPBwLV9waDNmZzJOVTQ/view?usp=drivesdk&resourcekey=0-h8i0b5MDa4vLyh82bGR1vQ
Varios|Imperios galacticos IV|https://drive.google.com/file/d/0B_yJXv2pEPBwemw0eGIyT0V4blU/view?usp=drivesdk&resourcekey=0-iuyZ5ubVGAE8Hv1IZzKV2g
Varios|Imperios Galacticos III|https://drive.google.com/file/d/0B_yJXv2pEPBwX19JN0dRNnVGQzg/view?usp=drivesdk&resourcekey=0-U91ev_EjArkZ8c-nPUxHRg
Varios|Imperios Galacticos II|https://drive.google.com/file/d/0B_yJXv2pEPBwX3h2WjBKTklnRmM/view?usp=drivesdk&resourcekey=0-uWMeF2DzYbwPebNaFTS5ZQ
Varios|Imperios Galacticos I|https://drive.google.com/file/d/0B_yJXv2pEPBwTTQxWWpLeDJkWm8/view?usp=drivesdk&resourcekey=0-srBK98VUf5FKlC9qHtATwQ
Varios|Imperio Usa (Parte 2)|https://drive.google.com/file/d/0B_yJXv2pEPBwb1hmVHpFdnJmWDQ/view?usp=drivesdk&resourcekey=0-tvuARzMXy24_pZrcd0Z8fQ
Varios|Imperio Usa (Parte 1)|https://drive.google.com/file/d/0B_yJXv2pEPBwSzEtSEZUNm1STTg/view?usp=drivesdk&resourcekey=0-SUwLhI3D2B2WRfEprKzb4A
Varios|Homenaje a Weird Tales|https://drive.google.com/file/d/0B_yJXv2pEPBwX0F0NHgxYmNjTDA/view?usp=drivesdk&resourcekey=0-50TFOM_VEajHqA_Pr9ZMhg
Varios|Guia de Estimulacion Temprana|https://drive.google.com/file/d/0B_yJXv2pEPBwdlNZRnFLUnljaU0/view?usp=drivesdk&resourcekey=0-jt71JFbgic3aQ06y_IxZMw
Varios|Fantasias|https://drive.google.com/file/d/0B_yJXv2pEPBwa1dBZnloRGRvZk0/view?usp=drivesdk&resourcekey=0-Go8jtSX_YPSh9nIWuQtZcw
Varios|Extraños Compañeros De Cama|https://drive.google.com/file/d/0B_yJXv2pEPBwMVQ3R2M0NC1Cd1k/view?usp=drivesdk&resourcekey=0-KfgN7frxfIsGUNnmlbPQOQ
Varios|Ensayistas Ingleses|https://drive.google.com/file/d/0B_yJXv2pEPBwVWZKVDg5Ym5pblk/view?usp=drivesdk&resourcekey=0-BHbJoHVlZO-0icvW7h7DwA
Varios|El Tiempo No Es Tan Simple|https://drive.google.com/file/d/0B_yJXv2pEPBwUG54WlhZSFRKN3M/view?usp=drivesdk&resourcekey=0-DLSZPmp4Tvwfu8WZnsEJog
Varios|El Palacio De Los Cuentos Vol1|https://drive.google.com/file/d/0B_yJXv2pEPBweXc2LXpDQmRUYWs/view?usp=drivesdk&resourcekey=0-LlayKqUCvcdILqlscKfHHg
Varios|entradas|https://drive.google.com/file/d/0B_yJXv2pEPBwbzFIVl9HblliRHc/view?usp=drivesdk&resourcekey=0-d5Nbl5YY_iDlm_z0HyA6Ow
Varios|El Manual de Estilo Editorial, el Original para Edicion|https://drive.google.com/file/d/0B_yJXv2pEPBwUExwOG9MeHZxQXc/view?usp=drivesdk&resourcekey=0-gm246OWs3O8Ba5volf74Rg
Varios|El Club De La Comedia|https://drive.google.com/file/d/0B_yJXv2pEPBwekotcUt4elRaU1U/view?usp=drivesdk&resourcekey=0-ezvJd_Y5FOt2NF1hlmLnNQ
Varios|El Club De La Comedia Contraataca|https://drive.google.com/file/d/0B_yJXv2pEPBwWmZPdThzaXFYNjA/view?usp=drivesdk&resourcekey=0-L7ksxp58aOZ6JlgZx_-YLg
Varios|El Cinturon De Venus|https://drive.google.com/file/d/0B_yJXv2pEPBwdTBXS1VoY2J0VWM/view?usp=drivesdk&resourcekey=0-NLSW7gpPrCoKzxiOUURyzw
Varios|Dinosaurios|https://drive.google.com/file/d/0B_yJXv2pEPBwM2RPaG95TXJIQjg/view?usp=drivesdk&resourcekey=0-jEV_LgHdCsncaNhQUNS-hg
Varios|Diccionario De Los Sueños|https://drive.google.com/file/d/0B_yJXv2pEPBwOHZwRXp3bVpiRmM/view?usp=drivesdk&resourcekey=0-WIU0agFHkxqMzbMSfeVVTw
Varios|Diccionario de Informatica e Internet|https://drive.google.com/file/d/0B_yJXv2pEPBwdUdhbUVGSHNYMjg/view?usp=drivesdk&resourcekey=0-Ygx8VHGGWiOgTwx4XI94eg
Varios|Diccionario Basico Español de 5000|https://drive.google.com/file/d/0B_yJXv2pEPBwb194ZzI0b3VCTjQ/view?usp=drivesdk&resourcekey=0-Yczr3VCtyytESQ4uPyP1pw
Varios|Damas Del Crimen|https://drive.google.com/file/d/0B_yJXv2pEPBwajduOC1tSXNpMU0/view?usp=drivesdk&resourcekey=0-KSUE56YFpdKZI7gqP5xAhA
Varios|Curso de Ortografia y Reglas Generales|https://drive.google.com/file/d/0B_yJXv2pEPBwN05FOEVGUWMzSnM/view?usp=drivesdk&resourcekey=0-3bFh7P44T-kJ-RSLPeUQHg
Varios|Cuentos Historicos Leyendas Antiguas y Tradiciones Populares de España|https://drive.google.com/file/d/0B_yJXv2pEPBwWlpHOFhjd2YzbW8/view?usp=drivesdk&resourcekey=0--GwR_R7bqHlaygi7X2Hbow
Varios|Cuentos Españoles Contemporaneos|https://drive.google.com/file/d/0B_yJXv2pEPBwMDVmQUMtUTNKeEU/view?usp=drivesdk&resourcekey=0-dK8baqn6tWOeaOZmoJV6pQ
Varios|Cuentos Españoles Contemporaneos Del Siglo XX|https://drive.google.com/file/d/0B_yJXv2pEPBwUWNGWm5uSWZNaTg/view?usp=drivesdk&resourcekey=0-b6pShPPrWakGe0HLM53WDg
Varios|Cronicas Desde Bagdad (Parte 2)|https://drive.google.com/file/d/0B_yJXv2pEPBwRmhVbXBJMG0yN2c/view?usp=drivesdk&resourcekey=0-Nj0-bhHnets1MLEHeb6PuA
Varios|Cronicas Desde Bagdad (Parte 1)|https://drive.google.com/file/d/0B_yJXv2pEPBwWUhKMHE3aTJGTms/view?usp=drivesdk&resourcekey=0-HNG3pz-RM7ACDdX36S8f7Q
Varios|Criptografia para principiantes|https://drive.google.com/file/d/0B_yJXv2pEPBwd3owSnJSc1kyemM/view?usp=drivesdk&resourcekey=0-XH129J32r_ZyTA24KznmBA
Varios|Contactos Con Alienigenas|https://drive.google.com/file/d/0B_yJXv2pEPBwWHJzcUlJbENmRnc/view?usp=drivesdk&resourcekey=0-tNtBhv-7c9_GdAjJPUPZjg
Varios|Coleccion de Relatos de Terror Halloween|https://drive.google.com/file/d/0B_yJXv2pEPBwNEozLUd5TGQxNDg/view?usp=drivesdk&resourcekey=0-Ef3OYPzajnby9VLDQ-5HNQ
Varios|Coleccion De Documentos Para La Historia De Mexico|https://drive.google.com/file/d/0B_yJXv2pEPBwaG5fZVFCMTlGYWM/view?usp=drivesdk&resourcekey=0-tTauc3n0IJLxV96haZHv-w
Varios|Citas Celebres|https://drive.google.com/file/d/0B_yJXv2pEPBwN2Nqb0lSRVlZQ1E/view?usp=drivesdk&resourcekey=0-tj3XpQQicQNFawnRxtXGng
Varios|Ciencia Ficcion Seleccion 7|https://drive.google.com/file/d/0B_yJXv2pEPBwYUdiVFg3eS1FZVE/view?usp=drivesdk&resourcekey=0-Vv5UbVvGGGKy08F_nG2SMA
Varios|Ciencia Ficcion Seleccion 40|https://drive.google.com/file/d/0B_yJXv2pEPBwc3FaWm1zRnR6QXM/view?usp=drivesdk&resourcekey=0--8SwcmmaCNLK9gjOdDZGJg
Varios|Ciencia Ficcion Seleccion 14|https://drive.google.com/file/d/0B_yJXv2pEPBwYWc1cTVnODg3b28/view?usp=drivesdk&resourcekey=0-NuIji4yPxfhOek8veWuOAw
Varios|Ciencia Ficcion 22|https://drive.google.com/file/d/0B_yJXv2pEPBwQXgyRTJlNWgxeEE/view?usp=drivesdk&resourcekey=0-vNfVTkmTO9CNh5pB5OjbGQ
Varios|CF Seleccion 40|https://drive.google.com/file/d/0B_yJXv2pEPBwekFrTnc5aHFsV2c/view?usp=drivesdk&resourcekey=0-XCciqhv_2-C1g0rnNgIouQ
Varios|CF Seleccion 39|https://drive.google.com/file/d/0B_yJXv2pEPBwRWNfOHRVUEpZeGM/view?usp=drivesdk&resourcekey=0-uLo03clgi0dRH58u1utM-g
Varios|CF Seleccion 38|https://drive.google.com/file/d/0B_yJXv2pEPBwM2ZxNnBiQl9xeGM/view?usp=drivesdk&resourcekey=0-fCYPIjSlAllzGiyrm8kgXw
Varios|Bosquejo sobre el Estado Politico Moral y Literario del Peru|https://drive.google.com/file/d/0B_yJXv2pEPBwbUNZY29mTEVqYTg/view?usp=drivesdk&resourcekey=0-0GuMOeS1h0q9jiOqwIaceA
Varios|Borges, Criticas Y Comentarios Sobre Sus Obras|https://drive.google.com/file/d/0B_yJXv2pEPBwNlo5UlJWQjdOdXc/view?usp=drivesdk&resourcekey=0-n7w0IKe6p1llInjVmM3gQw
Varios|Biologia Celular|https://drive.google.com/file/d/0B_yJXv2pEPBwcXpNVG04dDMzOEk/view?usp=drivesdk&resourcekey=0-qZqWIFoWAMbGnqEmdPiw0A
Varios|Bestiario 6 _ Zoologos y cazadores|https://drive.google.com/file/d/0B_yJXv2pEPBwSTBoOWdfUW9XWEE/view?usp=drivesdk&resourcekey=0-htMEcIlSToeoT1qDrt3EhA
Varios|Bestiario 5 _ Bestias Mundos|https://drive.google.com/file/d/0B_yJXv2pEPBwWEJVeDR5R1A3MkU/view?usp=drivesdk&resourcekey=0-Cm6vVBuaC0SEhH2T0T7Brw
Varios|Bestiario 4 _ Bestias Terrestres|https://drive.google.com/file/d/0B_yJXv2pEPBwS3Q1eDBOcXM4WE0/view?usp=drivesdk&resourcekey=0-FZ-PBq2CVCgw8V8iuoAFHw
Varios|Bestiario 3 _ Bestias de la ciencia|https://drive.google.com/file/d/0B_yJXv2pEPBwVVlJLTlwYVpDbmc/view?usp=drivesdk&resourcekey=0-ILy2A7YfcSmA2SUIa8QTuw
Varios|Bestiario 2 _ Perros y Lobos|https://drive.google.com/file/d/0B_yJXv2pEPBwaVVocUE2YkFQS00/view?usp=drivesdk&resourcekey=0-iIWSeHoK0NRxDkgZOoE64g
Varios|Bestiario 1 _ Una nueva vision|https://drive.google.com/file/d/0B_yJXv2pEPBwMTlOVUc3bjNFOWM/view?usp=drivesdk&resourcekey=0-lU1drmbnNvvGCPd_e8y7Vg
Varios|Bajo El Signo De Alpha, Antologia De Ciencia Ficcion Y Fant|https://drive.google.com/file/d/0B_yJXv2pEPBwRXJMay1JT0pvRUU/view?usp=drivesdk&resourcekey=0-bckcQpvlrxT9hEDiN55gmQ
Varios|Asimov Magazine Nro13|https://drive.google.com/file/d/0B_yJXv2pEPBwdkZ6VjZfZEdjc3c/view?usp=drivesdk&resourcekey=0-HWo6k_fx6xcEyHfF9WjpbQ
Varios|Articulos sobre Juan Bosh|https://drive.google.com/file/d/0B_yJXv2pEPBwU3hKUUVscy1VM2c/view?usp=drivesdk&resourcekey=0-DYrPkav9Wn7t_jwNy8f8ug
Varios|Aprenda Java Como Si Estuviera En Primero|https://drive.google.com/file/d/0B_yJXv2pEPBwQmF5OEY2S0JHOGM/view?usp=drivesdk&resourcekey=0-evkfvc80PGST7Az78WA52g
Varios|Antologia de relatos de ciencia ficcion 1973|https://drive.google.com/file/d/0B_yJXv2pEPBwZF9fRHZFaWcxZUU/view?usp=drivesdk&resourcekey=0-kHHKJH8f3ZFBaieB_KHf7A
Varios|Antologia de Ciencia Ficcion y Fantasia Mexicana|https://drive.google.com/file/d/0B_yJXv2pEPBwak82aXpfNm5pS0k/view?usp=drivesdk&resourcekey=0-iG6mEg6AugAwLXaWDSxJDg
Varios|Antologia CF Bruguera 03|https://drive.google.com/file/d/0B_yJXv2pEPBwa0dfMDVrZ00wc0E/view?usp=drivesdk&resourcekey=0-QbiLJU-TcSAdqNRMKG-c9Q
Varios|Antologia CF Bruguera 02|https://drive.google.com/file/d/0B_yJXv2pEPBwa2lPV2VwUHdObmc/view?usp=drivesdk&resourcekey=0-59nz3PdaAKpRaWOy_aiygA
Varios|Antologia CF Bruguera 01|https://drive.google.com/file/d/0B_yJXv2pEPBwYTlZRXpuZnhTMjg/view?usp=drivesdk&resourcekey=0-OusF6I9ytQpdbngL9wlxEQ
Varios|Antologia CF 2003|https://drive.google.com/file/d/0B_yJXv2pEPBwQkYzM3Q5Y29td28/view?usp=drivesdk&resourcekey=0-J3-Nzv76fghiWiI-Pej0MQ
Varios|Antologia CF 2002|https://drive.google.com/file/d/0B_yJXv2pEPBwNnBudW9hRzl1MU0/view?usp=drivesdk&resourcekey=0-DLIPVfv9bpSIHPMVt8Va1Q
Varios|Antologia CF 2001|https://drive.google.com/file/d/0B_yJXv2pEPBwc3RkSkFUN0JpVzA/view?usp=drivesdk&resourcekey=0-bpQy94bEGXcT1OdbEh4u0w
Varios|Antologia CF 2000|https://drive.google.com/file/d/0B_yJXv2pEPBwdWRWWnJVaGVvcFU/view?usp=drivesdk&resourcekey=0-ZZYA7KILMQUc7r52QTC72Q
Varios|Antologia CF 1999|https://drive.google.com/file/d/0B_yJXv2pEPBwb0U4bEFKcndHLXM/view?usp=drivesdk&resourcekey=0-W9mrKh7hZ9-tiDU68ZaX4g
Varios|Antologia Acervo XVIII|https://drive.google.com/file/d/0B_yJXv2pEPBwOHZha1Y3eHJZd0k/view?usp=drivesdk&resourcekey=0-8BNoxuCMIpumk3Ip1X7sMA
Varios|Antologa De Homenaje a Weird Tales|https://drive.google.com/file/d/0B_yJXv2pEPBwSFBzcGx2b0FLUkk/view?usp=drivesdk&resourcekey=0-aGq1eEBfmH6nmxXY-XCLLA
Varios|Angeles y Demonios|https://drive.google.com/file/d/0B_yJXv2pEPBwdVJGSEJWdnU4TzA/view?usp=drivesdk&resourcekey=0-EqRacE11rB2aWXTf-nyCHw
Varios|Amanecer Vudu (Vocabulario)|https://drive.google.com/file/d/0B_yJXv2pEPBwUlZ2Z1dBMW9uQ2c/view?usp=drivesdk&resourcekey=0-CJl6OWmRPrchb52k7PNThQ
Varios|Amanecer Vudu (Introduccion)|https://drive.google.com/file/d/0B_yJXv2pEPBwQzJJaF94Nlp3VkE/view?usp=drivesdk&resourcekey=0-pKvedNu-aI0aa1S_Pk89AQ
Varios|Aborigenes de Argentina|https://drive.google.com/file/d/0B_yJXv2pEPBwTEh2MGpEckVnTzQ/view?usp=drivesdk&resourcekey=0-ePGmHsXuNk2XgLTOqLUPvQ
Varios|49 Cuentos Fantasticos Verdes|https://drive.google.com/file/d/0B_yJXv2pEPBwNE1tNTZCZGxLY0k/view?usp=drivesdk&resourcekey=0-yFVhqEShyzGXJDx_QqKW9A
Varios|11 M, Redes Para Ganar Una Guerra|https://drive.google.com/file/d/0B_yJXv2pEPBwX3R5azY4MUt3YW8/view?usp=drivesdk&resourcekey=0-c9eX1mZ172upHUnOqjUR8w
Thea Von Harbou|Metropolis|https://drive.google.com/file/d/0B_yJXv2pEPBwVGpONnBkN242c3M/view?usp=drivesdk&resourcekey=0-QWq_MonXQKDYLS7-yYuSkQ
